ID;TOWN;TOWNNO;TRACT;LON;LAT;x;y;MEDV;CMEDV;CRIM;ZN;INDUS;CHAS;NOX;RM;AGE;DIS;RAD;TAX;PTRATIO;B;LSTAT
1;0;0;2011,00;-70,9550;42,2550;338,730;4679,730;24,0;24,0;0,006320;18,0;2,310;0;0,5380;6,5750;65,20;4,09000;1;296;15,30;396,90;4,980
2;0;1;2021,00;-70,9500;42,2875;339,230;4683,330;21,6;21,6;0,027310;0,0;7,070;0;0,4690;6,4210;78,90;4,96710;2;242;17,80;396,90;9,140
3;0;1;2022,00;-70,9360;42,2830;340,370;4682,800;34,7;34,7;0,027290;0,0;7,070;0;0,4690;7,1850;61,10;4,96710;2;242;17,80;392,83;4,030
4;0;2;2031,00;-70,9280;42,2930;341,050;4683,890;33,4;33,4;0,032370;0,0;2,180;0;0,4580;6,9980;45,80;6,06220;3;222;18,70;394,63;2,940
5;0;2;2032,00;-70,9220;42,2980;341,560;4684,440;36,2;36,2;0,069050;0,0;2,180;0;0,4580;7,1470;54,20;6,06220;3;222;18,70;396,90;5,330
6;0;2;2033,00;-70,9165;42,3040;342,030;4685,090;28,7;28,7;0,029850;0,0;2,180;0;0,4580;6,4300;58,70;6,06220;3;222;18,70;394,12;5,210
7;0;3;2041,00;-70,9360;42,2970;340,410;4684,350;22,9;22,9;0,088290;12,5;7,870;0;0,5240;6,0120;66,60;5,56050;5;311;15,20;395,60;12,430
8;0;3;2042,00;-70,9375;42,3100;340,310;4685,800;27,1;22,1;0,144550;12,5;7,870;0;0,5240;6,1720;96,10;5,95050;5;311;15,20;396,90;19,150
9;0;3;2043,00;-70,9330;42,3120;340,690;4686,010;16,5;16,5;0,211240;12,5;7,870;0;0,5240;5,6310;100,00;6,08210;5;311;15,20;386,63;29,930
10;0;3;2044,00;-70,9290;42,3160;341,030;4686,450;18,9;18,9;0,170040;12,5;7,870;0;0,5240;6,0040;85,90;6,59210;5;311;15,20;386,71;17,100
11;0;3;2045,00;-70,9350;42,3160;340,540;4686,460;15,0;15,0;0,224890;12,5;7,870;0;0,5240;6,3770;94,30;6,34670;5;311;15,20;392,52;20,450
12;0;3;2046,00;-70,9440;42,3170;339,800;4686,590;18,9;18,9;0,117470;12,5;7,870;0;0,5240;6,0090;82,90;6,22670;5;311;15,20;396,90;13,270
13;0;3;2047,00;-70,9510;42,3060;339,190;4685,380;21,7;21,7;0,093780;12,5;7,870;0;0,5240;5,8890;39,00;5,45090;5;311;15,20;390,50;15,710
14;0;4;2051,00;-70,9645;42,2920;338,040;4683,850;20,4;20,4;0,629760;0,0;8,140;0;0,5380;5,9490;61,80;4,70750;4;307;21,00;396,90;8,260
15;0;4;2052,00;-70,9720;42,2870;337,410;4683,310;18,2;18,2;0,637960;0,0;8,140;0;0,5380;6,0960;84,50;4,46190;4;307;21,00;380,02;10,260
16;0;4;2053,00;-70,9765;42,2940;337,060;4684,100;19,9;19,9;0,627390;0,0;8,140;0;0,5380;5,8340;56,50;4,49860;4;307;21,00;395,62;8,470
17;0;4;2054,00;-70,9870;42,2985;336,210;4684,620;23,1;23,1;1,053930;0,0;8,140;0;0,5380;5,9350;29,30;4,49860;4;307;21,00;386,85;6,580
18;0;4;2055,00;-70,9780;42,2850;336,910;4683,100;17,5;17,5;0,784200;0,0;8,140;0;0,5380;5,9900;81,70;4,25790;4;307;21,00;386,75;14,670
19;0;4;2056,00;-70,9925;42,2825;335,710;4682,850;20,2;20,2;0,802710;0,0;8,140;0;0,5380;5,4560;36,60;3,79650;4;307;21,00;288,99;11,690
20;0;4;2057,00;-70,9880;42,2776;336,070;4682,300;18,2;18,2;0,725800;0,0;8,140;0;0,5380;5,7270;69,50;3,79650;4;307;21,00;390,95;11,280
21;0;4;2058,00;-70,9835;42,2770;336,440;4682,220;13,6;13,6;1,251790;0,0;8,140;0;0,5380;5,5700;98,10;3,79790;4;307;21,00;376,57;21,020
22;0;4;2059,00;-70,9820;42,2810;336,570;4682,660;19,6;19,6;0,852040;0,0;8,140;0;0,5380;5,9650;89,20;4,01230;4;307;21,00;392,53;13,830
23;0;4;2060,00;-70,9775;42,2790;336,940;4682,430;15,2;15,2;1,232470;0,0;8,140;0;0,5380;6,1420;91,70;3,97690;4;307;21,00;396,90;18,720
24;0;4;2061,00;-70,9730;42,2790;337,310;4682,420;14,5;14,5;0,988430;0,0;8,140;0;0,5380;5,8130;100,00;4,09520;4;307;21,00;394,54;19,880
25;0;4;2062,00;-70,9693;42,2816;337,620;4682,710;15,6;15,6;0,750260;0,0;8,140;0;0,5380;5,9240;94,10;4,39960;4;307;21,00;394,33;16,300
26;0;4;2063,00;-70,9640;42,2840;338,060;4682,960;13,9;13,9;0,840540;0,0;8,140;0;0,5380;5,5990;85,70;4,45460;4;307;21,00;303,42;16,510
27;0;4;2064,00;-70,9597;42,2870;338,430;4683,290;16,6;16,6;0,671910;0,0;8,140;0;0,5380;5,8130;90,30;4,68200;4;307;21,00;376,88;14,810
28;0;4;2065,00;-70,9597;42,2825;338,410;4682,790;14,8;14,8;0,955770;0,0;8,140;0;0,5380;6,0470;88,80;4,45340;4;307;21,00;306,38;17,280
29;0;4;2066,00;-70,9570;42,2800;338,630;4682,510;18,4;18,4;0,772990;0,0;8,140;0;0,5380;6,4950;94,40;4,45470;4;307;21,00;387,94;12,800
30;0;4;2067,00;-70,9510;42,2780;339,120;4682,270;21,0;21,0;1,002450;0,0;8,140;0;0,5380;6,6740;87,30;4,23900;4;307;21,00;380,23;11,980
31;0;4;2068,00;-70,9670;42,2790;337,800;4682,410;12,7;12,7;1,130810;0,0;8,140;0;0,5380;5,7130;94,10;4,23300;4;307;21,00;360,17;22,600
32;0;4;2069,00;-70,9640;42,2765;338,040;4682,130;14,5;14,5;1,354720;0,0;8,140;0;0,5380;6,0720;100,00;4,17500;4;307;21,00;376,73;13,040
33;0;4;2070,00;-70,9720;42,2765;337,380;4682,150;13,2;13,2;1,387990;0,0;8,140;0;0,5380;5,9500;82,00;3,99000;4;307;21,00;232,60;27,710
34;0;4;2071,00;-70,9795;42,2760;336,770;4682,100;13,1;13,1;1,151720;0,0;8,140;0;0,5380;5,7010;95,00;3,78720;4;307;21,00;358,77;18,350
35;0;4;2072,00;-70,9775;42,2720;336,920;4681,660;13,5;13,5;1,612820;0,0;8,140;0;0,5380;6,0960;96,90;3,75980;4;307;21,00;248,31;20,340
36;0;5;2081,00;-71,0000;42,2700;335,060;4681,480;18,9;18,9;0,064170;0,0;5,960;0;0,4990;5,9330;68,20;3,36030;5;279;19,20;396,90;9,680
37;0;5;2082,00;-71,0080;42,2745;334,410;4681,990;20,0;20,0;0,097440;0,0;5,960;0;0,4990;5,8410;61,40;3,37790;5;279;19,20;377,56;11,410
38;0;5;2083,00;-71,0040;42,2865;334,770;4683,320;21,0;21,0;0,080140;0,0;5,960;0;0,4990;5,8500;41,50;3,93420;5;279;19,20;396,90;8,770
39;0;5;2084,00;-71,0200;42,2875;333,460;4683,460;24,7;24,2;0,175050;0,0;5,960;0;0,4990;5,9660;30,20;3,84730;5;279;19,20;393,43;10,130
40;0;6;2091,00;-71,0130;42,3130;334,100;4686,280;30,8;30,8;0,027630;75,0;2,950;0;0,4280;6,5950;21,80;5,40110;3;252;18,30;395,63;4,320
41;0;6;2092,00;-71,0300;42,3240;332,730;4687,530;34,9;34,9;0,033590;75,0;2,950;0;0,4280;7,0240;15,80;5,40110;3;252;18,30;395,62;1,980
42;0;7;2101,00;-71,0040;42,3350;334,900;4688,700;26,6;26,6;0,127440;0,0;6,910;0;0,4480;6,7700;2,90;5,72090;3;233;17,90;385,41;4,840
43;0;7;2102,00;-71,0030;42,3235;334,950;4687,420;25,3;25,3;0,141500;0,0;6,910;0;0,4480;6,1690;6,60;5,72090;3;233;17,90;383,37;5,810
44;0;7;2103,00;-70,9775;42,3237;337,050;4687,400;24,7;24,7;0,159360;0,0;6,910;0;0,4480;6,2110;6,50;5,72090;3;233;17,90;394,46;7,440
45;0;7;2104,00;-70,9675;42,3170;337,860;4686,630;21,2;21,2;0,122690;0,0;6,910;0;0,4480;6,0690;40,00;5,72090;3;233;17,90;389,39;9,550
46;0;7;2105,00;-70,9725;42,3075;337,420;4685,590;19,3;19,3;0,171420;0,0;6,910;0;0,4480;5,6820;33,80;5,10040;3;233;17,90;396,90;10,210
47;0;7;2106,00;-70,9650;42,3075;338,040;4685,570;20,0;20,0;0,188360;0,0;6,910;0;0,4480;5,7860;33,30;5,10040;3;233;17,90;396,90;14,150
48;0;7;2107,00;-70,9560;42,3125;338,800;4686,110;16,6;16,6;0,229270;0,0;6,910;0;0,4480;6,0300;85,50;5,68940;3;233;17,90;392,74;18,800
49;0;7;2108,00;-70,9550;42,3165;338,890;4686,550;14,4;14,4;0,253870;0,0;6,910;0;0,4480;5,3990;95,30;5,87000;3;233;17,90;396,90;30,810
50;0;7;2109,00;-70,9525;42,3208;339,110;4687,030;19,4;19,4;0,219770;0,0;6,910;0;0,4480;5,6020;62,00;6,08770;3;233;17,90;396,90;16,200
51;0;8;2111,00;-70,9510;42,3340;339,260;4688,490;19,7;19,7;0,088730;21,0;5,640;0;0,4390;5,9630;45,70;6,81470;4;243;16,80;395,56;13,450
52;0;8;2112,00;-70,9630;42,3382;338,290;4688,980;20,5;20,5;0,043370;21,0;5,640;0;0,4390;6,1150;63,00;6,81470;4;243;16,80;393,97;9,430
53;0;8;2113,00;-70,9580;42,3460;338,720;4689,840;25,0;25,0;0,053600;21,0;5,640;0;0,4390;6,5110;21,10;6,81470;4;243;16,80;396,90;5,280
54;0;8;2114,00;-70,9780;42,3425;337,060;4689,490;23,4;23,4;0,049810;21,0;5,640;0;0,4390;5,9980;21,40;6,81470;4;243;16,80;396,90;8,430
55;0;9;2121,00;-71,0175;42,3715;333,880;4692,780;18,9;18,9;0,013600;75,0;4,000;0;0,4100;5,8880;47,60;7,31970;3;469;21,10;396,90;14,800
56;0;10;2141,00;-70,9625;42,3810;338,440;4693,730;35,4;35,4;0,013110;90,0;1,220;0;0,4030;7,2490;21,90;8,69660;5;226;17,90;395,93;4,810
57;0;11;2151,00;-70,9300;42,3740;341,090;4692,890;24,7;24,7;0,020550;85,0;0,740;0;0,4100;6,3830;35,70;9,18760;2;313;17,30;396,90;5,770
58;0;12;2161,00;-70,9295;42,3715;341,130;4692,610;31,6;31,6;0,014320;100,0;1,320;0;0,4110;6,8160;40,50;8,32480;5;256;15,10;392,90;3,950
59;0;13;2171,00;-70,9385;42,3460;340,320;4689,800;23,3;23,3;0,154450;25,0;5,130;0;0,4530;6,1450;29,20;7,81480;8;284;19,70;390,68;6,860
60;0;13;2172,00;-70,9400;42,3320;340,160;4688,250;19,6;19,6;0,103280;25,0;5,130;0;0,4530;5,9270;47,20;6,93200;8;284;19,70;396,90;9,220
61;0;13;2173,00;-70,9300;42,3370;341,000;4688,780;18,7;18,7;0,149320;25,0;5,130;0;0,4530;5,7410;66,20;7,22540;8;284;19,70;395,11;13,150
62;0;13;2174,00;-70,9300;42,3275;340,980;4687,730;16,0;16,0;0,171710;25,0;5,130;0;0,4530;5,9660;93,40;6,81850;8;284;19,70;378,08;14,440
63;0;13;2175,00;-70,9215;42,3320;341,690;4688,210;22,2;22,2;0,110270;25,0;5,130;0;0,4530;6,4560;67,80;7,22550;8;284;19,70;396,90;6,730
64;0;13;2176,00;-70,9075;42,3390;342,860;4688,960;25,0;25,0;0,126500;25,0;5,130;0;0,4530;6,7620;43,40;7,98090;8;284;19,70;395,58;9,500
65;0;14;2181,00;-70,8600;42,3450;346,790;4689,540;33,0;33,0;0,019510;17,5;1,380;0;0,4160;7,1040;59,50;9,22290;3;216;18,60;393,24;8,050
66;0;15;3301,00;-71,0450;42,3450;331,550;4689,890;23,5;23,5;0,035840;80,0;3,370;0;0,3980;6,2900;17,80;6,61150;4;337;16,10;396,90;4,670
67;0;15;3302,00;-71,0690;42,3525;329,590;4690,770;19,4;19,4;0,043790;80,0;3,370;0;0,3980;5,7870;31,10;6,61150;4;337;16,10;396,90;10,240
68;0;16;3311,00;-71,0900;42,3362;327,820;4689,010;22,0;22,0;0,057890;12,5;6,070;0;0,4090;5,8780;21,40;6,49800;4;345;18,90;396,21;8,100
69;0;16;3312,00;-71,1080;42,3400;326,340;4689,470;17,4;17,4;0,135540;12,5;6,070;0;0,4090;5,5940;36,80;6,49800;4;345;18,90;396,90;13,090
70;0;16;3313,00;-71,1110;42,3270;326,060;4688,030;20,9;20,9;0,128160;12,5;6,070;0;0,4090;5,8850;33,00;6,49800;4;345;18,90;396,90;8,790
71;0;17;3321,00;-71,1210;42,3160;325,210;4686,830;24,2;24,2;0,088260;0,0;10,810;0;0,4130;6,4170;6,60;5,28730;4;305;19,20;383,73;6,720
72;0;17;3322,00;-71,1095;42,3008;326,110;4685,120;21,7;21,7;0,158760;0,0;10,810;0;0,4130;5,9610;17,50;5,28730;4;305;19,20;376,94;9,880
73;0;17;3323,00;-71,1300;42,3050;324,430;4685,620;22,8;22,8;0,091640;0,0;10,810;0;0,4130;6,0650;7,80;5,28730;4;305;19,20;390,91;5,520
74;0;17;3324,00;-71,1230;42,2920;324,980;4684,170;23,4;23,4;0,195390;0,0;10,810;0;0,4130;6,2450;6,20;5,28730;4;305;19,20;377,17;7,540
75;0;18;3331,00;-71,1105;42,2890;326,000;4683,810;24,1;24,1;0,078960;0,0;12,830;0;0,4370;6,2730;6,00;4,25150;5;398;18,70;394,92;6,780
76;0;18;3332,00;-71,1000;42,2875;326,860;4683,620;21,4;21,4;0,095120;0,0;12,830;0;0,4370;6,2860;45,00;4,50260;5;398;18,70;383,23;8,940
77;0;18;3333,00;-71,0900;42,2835;327,670;4683,150;20,0;20,0;0,101530;0,0;12,830;0;0,4370;6,2790;74,50;4,05220;5;398;18,70;373,66;11,970
78;0;18;3334,00;-71,0760;42,2895;328,840;4683,790;20,8;20,8;0,087070;0,0;12,830;0;0,4370;6,1400;45,80;4,09050;5;398;18,70;386,96;10,270
79;0;18;3335,00;-71,0905;42,2950;327,660;4684,430;21,2;21,2;0,056460;0,0;12,830;0;0,4370;6,2320;53,70;5,01410;5;398;18,70;386,40;12,340
80;0;18;3336,00;-71,0910;42,3050;327,650;4685,540;20,3;20,3;0,083870;0,0;12,830;0;0,4370;5,8740;36,60;4,50260;5;398;18,70;396,06;9,100
81;0;19;3341,00;-71,0685;42,3080;329,510;4685,830;28,0;28,0;0,041130;25,0;4,860;0;0,4260;6,7270;33,50;5,40070;4;281;19,00;396,90;5,290
82;0;19;3342,00;-71,0690;42,3150;329,490;4686,610;23,9;23,9;0,044620;25,0;4,860;0;0,4260;6,6190;70,40;5,40070;4;281;19,00;395,63;7,220
83;0;19;3343,00;-71,0675;42,3260;329,640;4687,830;24,8;24,8;0,036590;25,0;4,860;0;0,4260;6,3020;32,20;5,40070;4;281;19,00;396,90;6,720
84;0;19;3344,00;-71,0575;42,3170;330,440;4686,810;22,9;22,9;0,035510;25,0;4,860;0;0,4260;6,1670;46,70;5,40070;4;281;19,00;390,64;7,510
85;0;20;3351,00;-71,0430;42,3075;331,610;4685,730;23,9;23,9;0,050590;0,0;4,490;0;0,4490;6,3890;48,00;4,77940;3;247;18,50;396,90;9,620
86;0;20;3352,00;-71,0500;42,3000;331,020;4684,910;26,6;26,6;0,057350;0,0;4,490;0;0,4490;6,6300;56,10;4,43770;3;247;18,50;392,30;6,530
87;0;20;3353,00;-71,0330;42,3050;332,430;4685,430;22,5;22,5;0,051880;0,0;4,490;0;0,4490;6,0150;45,10;4,42720;3;247;18,50;395,99;12,860
88;0;20;3354,00;-71,0390;42,2885;331,890;4683,610;22,2;22,2;0,071510;0,0;4,490;0;0,4490;6,1210;56,80;3,74760;3;247;18,50;395,15;8,440
89;0;21;3361,00;-71,0420;42,2796;331,620;4682,630;23,6;23,6;0,056600;0,0;3,410;0;0,4890;7,0070;86,30;3,42170;2;270;17,80;396,90;5,500
90;0;21;3362,00;-71,0345;42,2785;332,240;4682,490;28,7;28,7;0,053020;0,0;3,410;0;0,4890;7,0790;63,10;3,41450;2;270;17,80;396,06;5,700
91;0;21;3363,00;-71,0300;42,2720;332,590;4681,760;22,6;22,6;0,046840;0,0;3,410;0;0,4890;6,4170;66,10;3,09230;2;270;17,80;392,18;8,810
92;0;21;3364,00;-71,0425;42,2715;331,560;4681,730;22,0;22,0;0,039320;0,0;3,410;0;0,4890;6,4050;73,90;3,09210;2;270;17,80;393,55;8,200
93;0;22;3371,00;-71,0530;42,2830;330,720;4683,030;22,9;22,9;0,042030;28,0;15,040;0;0,4640;6,4420;53,60;3,66590;4;270;18,20;395,01;8,160
94;0;22;3372,00;-71,0620;42,2960;330,020;4684,490;25,0;25,0;0,028750;28,0;15,040;0;0,4640;6,2110;28,90;3,66590;4;270;18,20;396,33;6,210
95;0;22;3373,00;-71,0615;42,2840;330,020;4683,150;20,6;20,6;0,042940;28,0;15,040;0;0,4640;6,2490;77,30;3,61500;4;270;18,20;396,90;10,590
96;0;23;3381,00;-71,0760;42,2775;328,810;4682,460;28,4;28,4;0,122040;0,0;2,890;0;0,4450;6,6250;57,80;3,49520;2;276;18,00;357,98;6,650
97;0;23;3382,00;-71,0850;42,2775;328,070;4682,480;21,4;21,4;0,115040;0,0;2,890;0;0,4450;6,1630;69,60;3,49520;2;276;18,00;391,83;11,340
98;0;23;3383,00;-71,0890;42,2715;327,720;4681,820;38,7;38,7;0,120830;0,0;2,890;0;0,4450;8,0690;76,00;3,49520;2;276;18,00;396,90;4,210
99;0;23;3384,00;-71,0982;42,2685;326,960;4681,510;43,8;43,8;0,081870;0,0;2,890;0;0,4450;7,8200;36,90;3,49520;2;276;18,00;393,53;3,570
100;0;23;3385,00;-71,0800;42,2680;328,460;4681,410;33,2;33,2;0,068600;0,0;2,890;0;0,4450;7,4160;62,50;3,49520;2;276;18,00;396,90;6,190
101;0;24;3391,00;-71,0668;42,2545;329,510;4679,890;27,5;27,5;0,148660;0,0;8,560;0;0,5200;6,7270;79,90;2,77780;5;384;20,90;394,76;9,420
102;0;24;3392,00;-71,0810;42,2450;328,310;4678,860;26,5;26,5;0,114320;0,0;8,560;0;0,5200;6,7810;71,30;2,85610;5;384;20,90;395,58;7,670
103;0;24;3393,00;-71,0812;42,2515;328,310;4679,580;18,6;18,6;0,228760;0,0;8,560;0;0,5200;6,4050;85,40;2,71470;5;384;20,90;70,80;10,630
104;0;24;3394,00;-71,0770;42,2490;328,650;4679,300;19,3;19,3;0,211610;0,0;8,560;0;0,5200;6,1370;87,40;2,71470;5;384;20,90;394,47;13,440
105;0;24;3395,00;-71,0690;42,2480;329,310;4679,170;20,1;20,1;0,139600;0,0;8,560;0;0,5200;6,1670;90,00;2,42100;5;384;20,90;392,69;12,330
106;0;24;3396,00;-71,0662;42,2425;329,530;4678,550;19,5;19,5;0,132620;0,0;8,560;0;0,5200;5,8510;96,70;2,10690;5;384;20,90;394,05;16,470
107;0;24;3397,00;-71,0622;42,2431;329,860;4678,610;19,5;19,5;0,171200;0,0;8,560;0;0,5200;5,8360;91,90;2,21100;5;384;20,90;395,67;18,660
108;0;24;3398,00;-71,0553;42,2465;330,440;4678,980;20,4;20,4;0,131170;0,0;8,560;0;0,5200;6,1270;85,20;2,12240;5;384;20,90;387,69;14,090
109;0;24;3399,00;-71,0550;42,2505;330,470;4679,420;19,8;19,8;0,128020;0,0;8,560;0;0,5200;6,4740;97,10;2,43290;5;384;20,90;395,24;12,270
110;0;24;3400,00;-71,0600;42,2540;330,070;4679,820;19,4;19,4;0,263630;0,0;8,560;0;0,5200;6,2290;91,20;2,54510;5;384;20,90;391,23;15,550
111;0;24;3401,00;-71,0560;42,2605;330,410;4680,530;21,7;21,7;0,107930;0,0;8,560;0;0,5200;6,1950;54,40;2,77780;5;384;20,90;393,49;13,000
112;0;25;3411,00;-71,0475;42,2610;331,120;4680,570;22,8;22,8;0,100840;0,0;10,010;0;0,5470;6,7150;81,60;2,67750;6;432;17,80;395,59;10,160
113;0;25;3412,00;-71,0490;42,2530;330,970;4679,690;18,8;18,8;0,123290;0,0;10,010;0;0,5470;5,9130;92,90;2,35340;6;432;17,80;394,95;16,210
114;0;25;3413,00;-71,0428;42,2580;331,500;4680,230;18,7;18,7;0,222120;0,0;10,010;0;0,5470;6,0920;95,40;2,54800;6;432;17,80;396,90;17,090
115;0;25;3414,00;-71,0396;42,2512;331,740;4679,470;18,5;18,5;0,142310;0,0;10,010;0;0,5470;6,2540;84,20;2,25650;6;432;17,80;388,74;10,450
116;0;25;3415,00;-71,0355;42,2545;332,090;4679,830;18,3;18,3;0,171340;0,0;10,010;0;0,5470;5,9280;88,20;2,46310;6;432;17,80;344,91;15,760
117;0;25;3416,00;-71,0360;42,2608;332,070;4680,530;21,2;21,2;0,131580;0,0;10,010;0;0,5470;6,1760;72,50;2,73010;6;432;17,80;393,30;12,040
118;0;25;3417,00;-71,0285;42,2620;332,690;4680,640;19,2;19,2;0,150980;0,0;10,010;0;0,5470;6,0210;82,60;2,74740;6;432;17,80;394,51;10,300
119;0;25;3418,00;-71,0285;42,2580;332,680;4680,200;20,4;20,4;0,130580;0,0;10,010;0;0,5470;5,8720;73,10;2,47750;6;432;17,80;338,63;15,370
120;0;25;3419,00;-71,0190;42,2605;333,470;4680,460;19,3;19,3;0,144760;0,0;10,010;0;0,5470;5,7310;65,20;2,75920;6;432;17,80;391,50;13,610
121;0;26;3421,00;-71,0243;42,2483;333,000;4679,120;22,0;22,0;0,068990;0,0;25,650;0;0,5810;5,8700;69,70;2,25770;2;188;19,10;389,15;14,370
122;0;26;3422,00;-71,0312;42,2505;332,430;4679,370;20,3;20,3;0,071650;0,0;25,650;0;0,5810;6,0040;84,10;2,19740;2;188;19,10;377,67;14,270
123;0;26;3423,00;-71,0377;42,2470;331,890;4679,000;20,5;20,5;0,092990;0,0;25,650;0;0,5810;5,9610;92,90;2,08690;2;188;19,10;378,09;17,930
124;0;26;3424,00;-71,0370;42,2435;331,940;4678,610;17,3;17,3;0,150380;0,0;25,650;0;0,5810;5,8560;97,00;1,94440;2;188;19,10;370,31;25,410
125;0;26;3425,00;-71,0308;42,2450;332,450;4678,760;18,8;18,8;0,098490;0,0;25,650;0;0,5810;5,8790;95,80;2,00630;2;188;19,10;379,38;17,580
126;0;26;3426,00;-71,0262;42,2431;332,830;4678,540;21,4;21,4;0,169020;0,0;25,650;0;0,5810;5,9860;88,40;1,99290;2;188;19,10;385,02;14,810
127;0;26;3427,00;-71,0333;42,2395;332,230;4678,160;15,7;15,7;0,387350;0,0;25,650;0;0,5810;5,6130;95,60;1,75720;2;188;19,10;359,29;27,260
